City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
164,Labuhan,ID,2021-04-21 17:38:46,-6.8844,112.2051,75.97,82,30,6.24
165,Moose Factory,CA,2021-04-21 17:38:46,51.2585,-80.6094,21.2,63,90,5.75
166,Katangli,RU,2021-04-21 17:38:46,51.7102,143.2326,22.75,97,33,5.06
167,Puerto Escondido,MX,2021-04-21 17:38:47,15.85,-97.0667,86.0,79,40,5.75
168,Puerto Ayora,EC,2021-04-21 17:38:47,-0.7393,-90.3518,80.6,78,75,9.22
169,Kununurra,AU,2021-04-21 17:38:48,-15.7667,128.7333,66.2,94,6,3.96
170,Iqaluit,CA,2021-04-21 17:38:48,63.7506,-68.5145,30.2,93,90,34.52
171,Cockburn Town,TC,2021-04-21 17:38:48,21.4612,-71.1419,82.4,65,40,11.5
172,Praia Da Vitoria,PT,2021-04-21 17:37:34,38.7333,-27.0667,63.0,94,75,25.48
173,Narsaq,GL,2021-04-21 17:38:49,60.9167,-46.05,50.0,25,75,24.16
174,Qaqortoq,GL,2021-04-21 17:38:49,60.7167,-46.0333,50.0,25,75,24.16
175,Nurota,UZ,2021-04-21 17:38:50,40.5614,65.6886,53.6,40,0,16.11
176,Ossora,RU,2021-04-21 17:38:50,59.2353,163.0719,29.14,97,100,1.52
177,Gat,IL,2021-04-21 17:38:50,31.61,34.7642,68.0,12,100,1.99
178,Fort William,GB,2021-04-21 17:38:51,56.8165,-5.1121,54.0,42,23,5.01
179,Dingle,PH,2021-04-21 17:38:51,10.9995,122.6711,78.15,82,100,7.56
180,Duiwelskloof,ZA,2021-04-21 17:38:51,-23.6934,30.14,60.22,62,0,0.69
181,Vila Franca Do Campo,PT,2021-04-21 17:35:12,37.7167,-25.4333,62.6,94,40,12.66
182,La Romana,DO,2021-04-21 17:38:52,18.4273,-68.9728,89.6,55,40,11.5
183,Jumla,NP,2021-04-21 17:38:52,29.2747,82.1838,41.77,94,100,4.63
184,Nabire,ID,2021-04-21 17:38:53,-3.3667,135.4833,76.77,88,97,3.67
185,Adrar,MR,2021-04-21 17:38:53,20.5022,-10.0711,95.72,5,59,10.63
186,Rurrenabaque,BO,2021-04-21 17:38:53,-14.4413,-67.5278,86.0,74,40,4.85
187,Singaparna,ID,2021-04-21 17:38:53,-7.3515,108.111,69.15,94,55,0.89
188,Asyut,EG,2021-04-21 17:38:54,27.181,31.1837,84.2,30,0,11.5
189,Arcachon,FR,2021-04-21 17:38:54,44.5875,-1.0519,68.0,48,0,6.91
190,Port Hueneme,US,2021-04-21 17:38:54,34.1478,-119.1951,63.0,67,1,10.36
191,Lavrentiya,RU,2021-04-21 17:38:55,65.5833,-171.0,20.53,61,87,4.09
192,Ponta Do Sol,PT,2021-04-21 17:38:55,32.6667,-17.1,68.0,66,85,5.01
193,Along,IN,2021-04-21 17:38:55,28.1667,94.7667,68.94,66,69,2.06
194,Vila Velha,BR,2021-04-21 17:38:56,-20.3297,-40.2925,84.0,54,0,9.22
195,Guantanamo,CU,2021-04-21 17:38:56,20.1444,-75.2092,86.0,66,75,11.5
196,Kieta,PG,2021-04-21 17:38:56,-6.2167,155.6333,78.94,81,79,2.39
197,San Rafael,AR,2021-04-21 17:38:56,-34.6177,-68.3301,56.75,74,96,7.05
198,Luderitz,NA,2021-04-21 17:38:57,-26.6481,15.1594,67.6,70,100,9.64
199,Huarmey,PE,2021-04-21 17:38:57,-10.0681,-78.1522,74.21,73,31,10.85
200,Richards Bay,ZA,2021-04-21 17:38:58,-28.783,32.0377,69.67,89,15,5.64
201,Chicama,PE,2021-04-21 17:38:58,-7.8447,-79.1469,66.2,88,40,10.36
202,Jiaocheng,CN,2021-04-21 17:38:58,24.6774,116.1389,72.23,74,96,2.75
203,Biak,ID,2021-04-21 17:38:59,-0.9131,122.8766,76.26,85,18,3.33
204,Muros,ES,2021-04-21 17:38:59,42.7762,-9.0603,57.0,90,100,5.53
205,Mount Pleasant,US,2021-04-21 17:34:38,32.7941,-79.8626,82.0,29,1,11.5
206,Wuwei,CN,2021-04-21 17:39:00,37.9281,102.6414,57.52,28,17,4.23
207,Matara,LK,2021-04-21 17:39:00,5.9485,80.5353,78.8,84,82,6.6
208,Paracuru,BR,2021-04-21 17:39:01,-3.41,-39.0306,82.0,73,79,11.01
209,Kruisfontein,ZA,2021-04-21 17:39:02,-34.0033,24.7314,64.99,89,80,1.01
210,Mogadishu,SO,2021-04-21 17:39:02,2.0371,45.3438,83.89,72,100,12.15
211,Araouane,ML,2021-04-21 17:39:02,18.9048,-3.5265,97.18,7,100,8.37
212,Kurumkan,RU,2021-04-21 17:39:03,54.3,110.3,21.85,56,65,4.9
213,Lorengau,PG,2021-04-21 17:39:03,-2.0226,147.2712,81.68,81,97,7.31
214,Kabelvag,NO,2021-04-21 17:39:03,68.2114,14.4817,35.6,60,40,14.97
215,Kudahuvadhoo,MV,2021-04-21 17:39:04,2.6708,72.8944,82.58,68,17,6.13
216,Umm Lajj,SA,2021-04-21 17:39:04,25.0213,37.2685,81.77,58,36,7.18
217,Husavik,IS,2021-04-21 17:39:04,66.0449,-17.3389,48.2,46,40,10.36
218,Hervey Bay,AU,2021-04-21 17:39:05,-25.2986,152.8535,66.99,86,30,1.01
219,Saskylakh,RU,2021-04-21 17:39:05,71.9167,114.0833,-7.62,100,85,4.9
220,Kroya,ID,2021-04-21 17:39:05,-7.6331,109.2461,77.13,80,48,4.79
221,Cabedelo,BR,2021-04-21 17:39:06,-6.9811,-34.8339,87.8,62,20,10.36
222,Muncar,ID,2021-04-21 17:39:06,-8.4333,114.3333,74.35,80,16,0.98
223,College,US,2021-04-21 17:39:07,64.8569,-147.8028,36.0,55,40,3.44
224,Porto Franco,BR,2021-04-21 17:37:42,-6.3383,-47.3992,77.29,88,99,0.85
225,Boajibu,SL,2021-04-21 17:39:07,8.1833,-11.3333,78.42,91,100,3.29
226,Porangatu,BR,2021-04-21 17:39:07,-13.4408,-49.1486,83.19,59,36,2.48
227,Moerai,PF,2021-04-21 17:39:08,-22.4333,-151.3333,77.38,70,78,27.02
228,Pangnirtung,CA,2021-04-21 17:39:08,66.1451,-65.7125,30.2,64,90,21.85
229,Atkinson,US,2021-04-21 17:39:08,42.8384,-71.147,69.8,43,90,14.97
230,Fatehpur Sikri,IN,2021-04-21 17:39:09,27.1,77.6667,78.53,31,98,6.24
231,Aykhal,RU,2021-04-21 17:39:09,66.0,111.5,1.24,95,90,5.32
232,Baraboo,US,2021-04-21 17:39:09,43.4711,-89.7443,39.99,52,90,4.61
233,Andros Town,BS,2021-04-21 17:39:10,24.7,-77.7667,87.8,66,75,9.22
234,Esperance,AU,2021-04-21 17:39:10,-33.8667,121.9,59.0,94,90,4.61
235,Zhezkazgan,KZ,2021-04-21 17:39:10,47.8043,67.7144,40.14,49,0,6.8
236,Dolgorukovo,RU,2021-04-21 17:39:11,52.3195,38.3453,42.96,91,95,5.95
237,Carnarvon,AU,2021-04-21 17:39:11,-24.8667,113.6333,69.8,83,76,8.05
238,Srednekolymsk,RU,2021-04-21 17:39:11,67.45,153.6833,20.55,80,55,7.16
239,Rincon,US,2021-04-21 17:39:12,32.296,-81.2354,82.4,32,20,18.41
240,Palmer,US,2021-04-21 17:39:12,42.1584,-72.3287,64.0,67,75,9.22
241,Jyvaskyla,FI,2021-04-21 17:39:13,62.2415,25.7209,48.2,46,0,8.05
242,Bara,NG,2021-04-21 17:39:13,10.3744,10.7288,96.89,20,100,7.47
243,Coihaique,CL,2021-04-21 17:39:13,-45.5752,-72.0662,53.6,62,75,8.05
244,Kaitangata,NZ,2021-04-21 17:39:14,-46.2817,169.8464,54.0,83,100,1.99
245,Macherla,IN,2021-04-21 17:39:14,16.4833,79.4333,85.86,54,64,6.22
246,Asau,RO,2021-04-21 17:39:14,46.4333,26.4,46.99,57,81,4.97
247,Oriximina,BR,2021-04-21 17:35:02,-1.7656,-55.8661,88.47,54,69,1.68
248,Yima,CN,2021-04-21 17:39:15,34.7381,111.8839,47.82,94,100,4.92
249,Yaan,NG,2021-04-21 17:39:15,7.3833,8.5667,91.22,45,36,10.11
250,Salym,RU,2021-04-21 17:39:16,60.0625,71.4789,24.89,87,10,3.69
251,Chokurdakh,RU,2021-04-21 17:39:16,70.6333,147.9167,16.66,95,100,10.58
252,Mahebourg,MU,2021-04-21 17:39:17,-20.4081,57.7,77.0,88,75,4.61
253,Pemangkat,ID,2021-04-21 17:39:17,1.1667,108.9667,79.61,81,14,3.09
254,Weligama,LK,2021-04-21 17:39:17,5.9667,80.4167,79.38,82,77,6.26
255,Leeton,AU,2021-04-21 17:39:17,-34.5667,146.4,33.8,93,23,1.21
256,Bengkulu,ID,2021-04-21 17:36:37,-3.8004,102.2655,75.58,91,93,4.36
257,Marrakesh,MA,2021-04-21 17:37:42,31.6315,-8.0083,82.4,30,0,6.91
258,Coruripe,BR,2021-04-21 17:39:18,-10.1256,-36.1756,82.65,75,72,12.5
259,Stornoway,GB,2021-04-21 17:39:18,58.2093,-6.3865,46.4,61,49,8.05
260,Hirtshals,DK,2021-04-21 17:39:19,57.5881,9.9592,48.99,49,40,17.27
261,Avera,US,2021-04-21 17:37:53,33.194,-82.5271,77.0,33,1,13.8
262,Jalu,LY,2021-04-21 17:39:19,29.0331,21.5482,77.23,17,61,10.07
263,Sur,OM,2021-04-21 17:39:20,22.5667,59.5289,86.23,41,0,9.19
264,Taunggyi,MM,2021-04-21 17:39:20,20.7833,97.0333,68.86,43,1,2.95
265,Torshavn,FO,2021-04-21 17:39:20,62.0097,-6.7716,42.8,75,75,16.11
266,Yulara,AU,2021-04-21 17:39:21,-25.2406,130.9889,57.2,41,0,5.75
267,Solvychegodsk,RU,2021-04-21 17:39:21,61.3305,46.9156,38.86,85,100,13.6
268,Sayyan,YE,2021-04-21 17:39:21,15.1718,44.3244,64.65,27,97,2.46
269,Khromtau,KZ,2021-04-21 17:39:22,50.2503,58.4347,40.15,48,99,9.42
270,Ancud,CL,2021-04-21 17:39:22,-41.8697,-73.8203,53.6,76,75,3.44
271,Teahupoo,PF,2021-04-21 17:39:23,-17.8333,-149.2667,77.0,83,40,3.44
272,Rockport,US,2021-04-21 17:39:23,28.0206,-97.0544,68.0,39,1,11.5
273,Lasa,IT,2021-04-21 17:39:23,46.6166,10.7002,60.8,40,40,6.91
274,Konigs Wusterhausen,DE,2021-04-21 17:39:24,52.3014,13.633,57.2,44,0,17.27
275,Oloron-Sainte-Marie,FR,2021-04-21 17:39:24,43.1944,-0.6107,68.0,40,40,6.91
276,Tateyama,JP,2021-04-21 17:39:24,34.9833,139.8667,59.0,26,0,5.75
277,Camacupa,AO,2021-04-21 17:39:25,-12.0167,17.4833,65.23,59,17,2.35
278,Pinawa,CA,2021-04-21 17:39:25,50.1489,-95.8811,43.63,48,88,6.08
279,Eskil,TR,2021-04-21 17:39:25,38.4017,33.4131,57.74,39,35,7.27
280,Fairbanks,US,2021-04-21 17:35:13,64.8378,-147.7164,36.0,55,1,2.08
281,Pochutla,MX,2021-04-21 17:39:26,15.7432,-96.4661,91.99,52,90,9.22
282,Barbastro,ES,2021-04-21 17:39:26,42.0356,0.1269,59.0,58,40,12.66
