City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Dunedin,-45.8742,170.5036,55.99,82,100,5.01,NZ,overcast clouds
348,Dzaoudzi,-12.7887,45.2699,80.6,83,20,10.36,YT,few clouds
349,Phalaborwa,-23.943,31.1411,57.2,100,36,5.75,ZA,scattered clouds
350,Lagoa,39.05,-27.9833,57.31,76,27,32.73,PT,scattered clouds
351,Padang,-0.9492,100.3543,84.2,70,20,1.14,ID,few clouds
352,Mount Isa,-20.7333,139.5,84.2,28,22,13.8,AU,few clouds
353,Lyuban,52.7985,28.0048,29.71,89,17,11.9,BY,few clouds
354,Ponta Delgada,37.7333,-25.6667,57.2,62,40,16.11,PT,scattered clouds
355,Sabang,5.8933,95.3214,83.25,71,90,16.93,ID,overcast clouds
356,Ketchikan,55.3422,-131.6461,55.4,38,1,5.75,US,clear sky
357,Beloha,-25.1667,45.05,68.5,76,1,10.74,MG,clear sky
358,Celestun,20.8667,-90.4,86.9,47,96,13.24,MX,overcast clouds
359,Meulaboh,4.1363,96.1285,79.77,80,100,3.65,ID,overcast clouds
360,Moanda,-1.5575,13.2178,70.47,95,100,1.97,GA,overcast clouds
361,Port-Cartier,50.0334,-66.8654,34.0,100,90,3.44,CA,light snow
362,Whitley Bay,55.0397,-1.4471,45.0,93,90,5.75,GB,overcast clouds
363,Asau,46.4333,26.4,36.0,65,63,3.78,RO,broken clouds
364,Beringovskiy,63.05,179.3167,29.52,88,99,5.12,RU,overcast clouds
365,Yoichi,43.2039,140.7703,61.0,47,75,5.75,JP,broken clouds
366,Impfondo,1.6381,18.0667,70.95,98,100,1.07,CG,overcast clouds
367,Nobres,-14.7203,-56.3275,78.73,65,91,2.33,BR,overcast clouds
368,Youghal,51.95,-7.8506,45.0,70,100,8.99,IE,overcast clouds
369,Rio Grande,-32.035,-52.0986,62.01,93,2,13.8,BR,clear sky
370,Rusape,-18.5278,32.1284,56.1,85,56,0.98,ZW,broken clouds
371,Teruel,40.6667,-0.6667,48.2,100,100,8.05,ES,overcast clouds
372,Gravelbourg,49.8834,-106.5512,32.0,23,100,6.91,CA,overcast clouds
373,Chalon-Sur-Saone,46.7833,4.85,42.01,81,0,3.62,FR,clear sky
374,Takhli,15.2634,100.3438,89.01,81,100,8.61,TH,overcast clouds
375,Sirjan,29.452,55.6814,65.73,33,87,3.49,IR,overcast clouds
376,Arlit,18.7369,7.3853,83.07,7,97,6.78,NE,overcast clouds
377,Freudenberg,50.9,7.8667,36.0,74,56,3.51,DE,broken clouds
378,Edd,13.9297,41.6925,85.95,53,87,12.86,ER,overcast clouds
379,Suez,29.9737,32.5263,59.97,87,2,11.54,EG,clear sky
380,Westport,41.1415,-73.3579,53.6,47,1,8.05,US,clear sky
381,Suntar,62.1444,117.6319,38.43,70,93,9.08,RU,overcast clouds
382,Ornskoldsvik,63.2909,18.7153,32.0,74,90,17.27,SE,overcast clouds
383,Urumqi,43.801,87.6005,35.6,55,75,8.95,CN,broken clouds
384,Svetlaya,46.5389,138.3297,39.27,85,100,11.18,RU,overcast clouds
385,Vao,-22.6667,167.4833,75.92,74,57,11.14,NC,broken clouds
386,Toribio,2.9548,-76.2684,69.8,94,75,6.91,CO,broken clouds
387,Bonavista,48.6499,-53.1147,37.99,80,3,6.91,CA,clear sky
388,Kathmandu,27.7167,85.3167,66.2,55,40,3.24,NP,scattered clouds
389,Bukama,-9.2,25.85,68.54,87,17,1.61,CD,few clouds
390,Sao Filipe,14.8961,-24.4956,71.06,75,7,7.61,CV,clear sky
391,Mehamn,71.0357,27.8492,31.69,70,99,15.84,NO,overcast clouds
392,La Ronge,55.1001,-105.2842,28.4,37,80,6.91,CA,broken clouds
393,Labuan,5.2767,115.2417,84.2,84,40,3.44,MY,scattered clouds
394,Macheng,31.1783,115.0319,65.03,77,100,11.9,CN,light rain
395,Saidpur,25.7777,88.8917,85.12,25,4,7.25,BD,clear sky
396,Basildon,51.5684,0.4578,39.99,93,0,4.61,GB,clear sky
397,Payo,-3.7508,103.6372,82.4,66,2,1.43,ID,clear sky
398,Manggar,-2.8833,108.2667,85.73,60,5,8.43,ID,clear sky
399,Yulara,-25.2406,130.9889,71.6,35,0,13.8,AU,clear sky
400,Broken Hill,-31.95,141.4333,66.2,27,84,6.91,AU,broken clouds
401,Show Low,34.2542,-110.0298,57.2,30,1,14.97,US,clear sky
402,Port Macquarie,-31.4333,152.9167,73.99,48,17,1.99,AU,few clouds
403,Havoysund,70.9963,24.6622,30.2,69,90,11.5,NO,overcast clouds
404,The Valley,18.217,-63.0578,79.0,78,20,6.91,AI,few clouds
405,Sambava,-14.2667,50.1667,72.54,86,100,8.28,MG,overcast clouds
406,Yarkovo,57.4028,67.0786,43.83,51,100,7.96,RU,overcast clouds
407,Vasilyevo,55.836,48.6582,39.2,87,0,11.18,RU,clear sky
408,Pevek,69.7008,170.3133,18.66,85,63,2.01,RU,broken clouds
409,Dese,11.1333,39.6333,54.61,80,100,2.55,ET,overcast clouds
410,Abengourou,6.7297,-3.4964,71.83,97,98,1.39,CI,light rain
411,Shingu,33.7333,135.9833,64.4,63,75,4.61,JP,broken clouds
412,Yamada,39.4667,141.95,60.66,50,95,9.1,JP,overcast clouds
413,Talcahuano,-36.7167,-73.1167,53.6,94,30,2.3,CL,scattered clouds
414,Voykove,45.3826,36.4372,49.53,85,73,12.82,UA,broken clouds
415,Yorosso,12.3536,-4.7761,91.08,25,96,4.97,ML,overcast clouds
416,Luba,3.4568,8.5547,81.25,82,100,12.01,GQ,moderate rain
417,El Alto,-4.2714,-81.2147,70.18,74,38,10.76,PE,scattered clouds
418,Mandalgovi,45.7625,106.2708,45.48,40,100,29.53,MN,overcast clouds
419,Santa Maria,-29.6842,-53.8069,62.6,88,0,4.61,BR,clear sky
420,Santa Cruz Del Sur,20.7147,-77.9956,78.12,72,39,17.22,CU,scattered clouds
421,Solon,41.3898,-81.4412,46.99,65,1,5.84,US,clear sky
422,Guerrero Negro,27.9769,-114.0611,59.49,76,1,19.82,MX,clear sky
423,Praya,14.9215,-23.5087,68.0,77,20,13.8,CV,few clouds
424,Veraval,20.9,70.3667,80.69,78,100,10.2,IN,overcast clouds
425,Beisfjord,68.3751,17.5988,32.0,86,91,10.36,NO,light snow
426,Luwuk,-0.9516,122.7875,82.51,78,89,3.49,ID,overcast clouds
427,Valleyview,55.0667,-117.2859,39.2,22,36,5.75,CA,scattered clouds
428,Alofi,-19.0595,-169.9187,86.0,70,32,9.22,NU,scattered clouds
429,Ivdel,60.6911,60.4206,40.51,87,91,2.86,RU,overcast clouds
430,Salihli,38.4826,28.1477,57.99,67,60,1.66,TR,broken clouds
431,Bakchar,57.0186,82.0711,36.03,77,20,2.82,RU,few clouds
432,Kattivakkam,13.2167,80.3167,86.0,74,40,5.75,IN,scattered clouds
433,Kaeo,-35.1,173.7833,72.0,61,4,7.0,NZ,clear sky
434,Mattru,7.6244,-11.8332,75.38,93,100,1.43,SL,overcast clouds
435,Miranda,3.2499,-76.2281,69.8,94,75,6.91,CO,broken clouds
436,Bereda,43.2686,-7.5406,55.0,100,95,1.99,ES,light rain
437,Waconia,44.8508,-93.7869,46.0,90,100,6.91,US,overcast clouds
438,Alihe,50.5667,123.7167,48.51,19,0,6.85,CN,clear sky
439,Ekhabi,53.5102,142.9671,33.62,65,4,8.63,RU,clear sky
440,Alta Floresta,-9.8756,-56.0861,71.17,94,57,1.41,BR,broken clouds
441,Dianalund,55.5313,11.4925,39.0,93,53,4.61,DK,broken clouds
442,Okhotsk,59.3833,143.3,28.38,58,7,19.33,RU,clear sky
443,Mugur-Aksy,50.35,90.5,20.21,44,53,9.17,RU,broken clouds
444,Pimentel,-6.8367,-79.9342,64.0,86,5,4.0,PE,clear sky
445,Nabire,-3.3667,135.4833,84.29,75,8,4.47,ID,clear sky
446,Guanare,9.0418,-69.7421,80.6,69,15,1.14,VE,few clouds
447,Cayenne,4.9333,-52.3333,77.0,100,90,2.3,GF,light rain
448,Lisala,2.15,21.5167,66.97,98,100,1.99,CD,overcast clouds
449,Swan Hill,-35.3378,143.5544,63.16,44,77,8.9,AU,broken clouds
450,Zemio,5.0314,25.1361,67.87,98,91,3.56,CF,overcast clouds
451,Iqaluit,63.7506,-68.5145,28.4,93,90,3.44,CA,light snow
452,Nanchang,28.6833,115.8833,66.4,85,100,7.7,CN,moderate rain
453,Lahaina,20.8783,-156.6825,80.6,57,20,20.71,US,few clouds
454,Tobermory,45.2501,-81.6665,46.4,57,100,8.05,CA,overcast clouds
455,Paramonga,-10.6667,-77.8333,67.39,88,30,6.26,PE,scattered clouds
456,Peniche,39.3558,-9.3811,60.01,90,18,5.01,PT,few clouds
457,Andros Town,24.7,-77.7667,75.2,83,40,9.22,BS,scattered clouds
458,Zhigansk,66.7697,123.3711,22.17,75,100,6.93,RU,overcast clouds
459,Shafranovo,53.9667,54.7667,42.21,94,100,9.84,RU,light rain
460,Christchurch,-43.5333,172.6333,68.0,59,35,10.36,NZ,scattered clouds
461,Ures,29.4333,-110.4,78.01,28,0,4.0,MX,clear sky
462,Mareeba,-17.0,145.4333,81.0,78,100,7.0,AU,overcast clouds
463,Freeport,40.6576,-73.5832,57.99,33,1,8.05,US,clear sky
464,Coquimbo,-29.9533,-71.3436,55.4,76,0,3.44,CL,clear sky
465,Dongsheng,39.8161,109.9776,58.23,39,100,10.54,CN,overcast clouds
466,Chunoyar,57.4467,97.3217,38.97,65,100,7.31,RU,overcast clouds
467,Tateyama,34.9833,139.8667,63.0,59,75,10.36,JP,broken clouds
468,San Julian,21.0167,-102.1667,69.12,19,15,8.19,MX,few clouds
469,San Rafael,-34.6177,-68.3301,60.15,64,0,2.73,AR,clear sky
470,Sept-Iles,50.2001,-66.3821,34.0,100,90,3.44,CA,light snow
471,Sainte-Suzanne,-20.9061,55.6089,75.2,73,20,10.36,RE,light rain
472,Omboue,-1.5746,9.2618,77.45,91,100,3.27,GA,overcast clouds
473,Uusikaupunki,60.8004,21.4084,33.8,93,90,9.22,FI,light snow
474,Waddan,29.1614,16.139,65.48,56,4,14.99,LY,clear sky
475,Kutum,14.2,24.6667,76.86,17,62,9.15,SD,broken clouds
476,Tahta,26.7693,31.5021,69.8,30,0,4.61,EG,clear sky
477,Mata,40.683,-7.4592,55.99,93,100,6.08,PT,overcast clouds
478,Bow Island,49.8668,-111.3684,39.2,33,19,2.3,CA,few clouds
479,Leeton,-34.5667,146.4,66.2,39,75,10.36,AU,broken clouds
480,Pechora,65.1472,57.2244,37.71,90,61,4.52,RU,broken clouds
481,Derzhavinsk,51.1,66.3167,41.85,47,100,15.7,KZ,overcast clouds
482,Olinda,-8.0089,-34.8553,78.8,73,20,6.91,BR,few clouds
483,Hammerfest,70.6634,23.6821,30.2,69,90,11.5,NO,overcast clouds
484,Novosineglazovskiy,55.0401,61.3792,42.8,75,20,6.71,RU,few clouds
485,Palu,-0.8917,119.8707,89.8,53,45,2.13,ID,scattered clouds
486,Ambulu,-8.345,113.6058,82.53,66,0,1.9,ID,clear sky
487,Lidzbark Warminski,54.1259,20.5795,31.71,77,91,6.58,PL,overcast clouds
488,Prosec,49.8059,16.1162,34.0,74,23,5.01,CZ,few clouds
489,Buin,-33.7333,-70.75,57.0,76,75,3.44,CL,broken clouds
490,Taltal,-25.4,-70.4833,62.02,82,2,2.98,CL,clear sky
491,Srednekolymsk,67.45,153.6833,15.46,91,100,19.98,RU,light snow
492,Guabito,9.5,-82.6167,75.67,87,75,0.85,PA,broken clouds
493,Hyeres,43.1167,6.1167,55.0,71,0,5.75,FR,clear sky
494,Haimen,23.1935,116.6142,78.8,61,40,6.71,CN,scattered clouds
495,Rochegda,62.8,43.25,44.87,86,100,9.6,RU,overcast clouds
496,Turayf,31.6725,38.6637,68.0,28,0,9.22,SA,clear sky
497,Krasnyy Chikoy,50.3643,108.7512,47.01,59,97,5.44,RU,overcast clouds
498,Champerico,14.3,-91.9167,72.0,91,44,1.01,GT,scattered clouds
499,Laurel,39.0993,-76.8483,54.0,57,1,6.31,US,clear sky
500,Umm Kaddadah,13.6017,26.6876,77.74,18,43,2.33,SD,scattered clouds
501,Mezhdurechenskiy,59.6,65.9333,44.26,94,100,4.38,RU,light rain
502,Staraya Toropa,56.2801,31.6702,30.06,96,10,4.32,RU,clear sky
503,Cahokia,38.5709,-90.1901,57.99,67,20,6.91,US,few clouds
504,Lata,40.1629,-8.3327,60.01,94,40,3.44,PT,scattered clouds
505,Azamgarh,26.06,83.1861,89.26,17,14,5.3,IN,few clouds
506,Am Timan,11.0297,20.2827,83.62,49,100,10.87,TD,overcast clouds
507,Mehran,33.1222,46.1646,57.2,28,0,4.61,IR,clear sky
508,Gura Sutii,44.75,25.5167,46.99,100,0,4.61,RO,clear sky
509,Laguna,38.421,-121.4238,64.4,55,1,17.27,US,clear sky
510,Korla,41.7597,86.1469,47.1,44,14,6.46,CN,few clouds
511,Santa Cruz,-17.8,-63.1667,71.6,100,90,9.22,BO,moderate rain
512,Trelew,-43.249,-65.3051,53.91,66,0,12.62,AR,clear sky
513,Broome,42.2506,-75.833,48.2,43,1,6.91,US,clear sky
514,Inirida,3.8653,-67.9239,76.3,92,99,2.37,CO,overcast clouds
515,Sao Joao Dos Patos,-6.495,-43.7022,73.08,89,100,3.33,BR,overcast clouds
516,Uruana,-15.4981,-49.6875,64.15,63,0,1.41,BR,clear sky
517,Winnipeg,49.8844,-97.147,30.99,31,100,4.61,CA,overcast clouds
518,Takoradi,4.8845,-1.7554,81.3,83,100,7.27,GH,overcast clouds
519,Benguela,-12.5763,13.4055,79.45,88,100,3.71,AO,overcast clouds
520,Scarborough,54.2797,-0.4044,42.01,68,100,1.01,GB,overcast clouds
521,Rivadavia,-33.1905,-68.4608,62.6,67,0,6.22,AR,clear sky
522,Powell River,49.8496,-124.5361,54.0,71,90,8.05,CA,overcast clouds
523,Lara,-38.0167,144.4,64.4,55,90,16.11,AU,overcast clouds
524,Annamalainagar,11.4,79.7333,83.89,73,97,9.19,IN,overcast clouds
525,Inverell,-29.7833,151.1167,69.01,43,1,4.18,AU,clear sky
526,Caravelas,-17.7125,-39.2481,73.38,86,0,4.56,BR,clear sky
527,Abalak,58.1286,68.5944,41.56,56,100,7.76,RU,overcast clouds
528,Zakamensk,50.3741,103.2863,30.99,84,100,3.83,RU,snow
529,Awbari,26.5921,12.7805,77.25,15,9,7.94,LY,clear sky
530,Pacific Grove,36.6177,-121.9166,55.0,87,44,6.96,US,scattered clouds
531,Mount Pleasant,32.7941,-79.8626,63.0,67,1,9.13,US,clear sky
532,Vanderhoof,54.0166,-124.0198,47.98,38,42,6.93,CA,scattered clouds
533,Kalga,50.9251,118.898,46.04,17,100,7.65,RU,overcast clouds
534,Palasa,18.7667,84.4167,84.74,66,79,6.55,IN,broken clouds
535,Zyryanka,65.75,150.85,15.21,90,100,23.13,RU,light snow
536,Hvide Sande,56.0045,8.1294,36.0,78,99,18.9,DK,overcast clouds
537,Gimli,50.6336,-96.9907,30.2,51,100,9.22,CA,overcast clouds
538,Sorong,-0.8833,131.25,83.61,74,70,10.56,ID,broken clouds
539,Cairns,-16.9167,145.7667,81.0,78,90,14.97,AU,light rain
540,Valdivia,-39.8142,-73.2459,46.4,100,100,2.3,CL,overcast clouds
541,Makakilo City,21.3469,-158.0858,82.4,51,75,11.5,US,broken clouds
542,North Bend,43.4065,-124.2243,51.8,71,90,8.05,US,overcast clouds
543,Novochernorechenskiy,56.2669,91.0828,35.65,72,100,8.3,RU,overcast clouds
544,Laguna De Perlas,12.3429,-83.6712,77.54,82,40,8.34,NI,scattered clouds
545,Djibo,14.1022,-1.6306,89.19,8,43,6.42,BF,scattered clouds
546,Muros,42.7762,-9.0603,59.0,94,80,7.9,ES,broken clouds
547,Honningsvag,70.9821,25.9704,32.61,62,95,17.38,NO,overcast clouds
548,Enshi,30.3,109.4833,61.27,93,100,6.8,CN,moderate rain
549,Bivolari,47.5333,27.4333,42.01,84,37,1.01,RO,scattered clouds
550,Yenangyaung,20.4667,94.8833,88.7,52,0,6.2,MM,clear sky
551,Isangel,-19.55,169.2667,86.0,70,75,5.75,VU,broken clouds
552,Adrar,20.5022,-10.0711,76.14,14,2,9.06,MR,clear sky
553,Los Llanos De Aridane,28.6585,-17.9182,66.2,63,75,6.91,ES,broken clouds
554,Mirante Do Paranapanema,-22.2919,-51.9064,68.0,49,0,8.05,BR,clear sky
555,Kabare,-2.4683,28.8242,60.21,96,100,0.58,CD,light rain
556,Parral,26.9333,-105.6667,63.81,9,0,17.13,MX,clear sky
557,Klyuchi,52.2667,79.1667,38.57,62,3,6.67,RU,clear sky
558,Banjar,-8.19,114.9675,84.2,74,20,8.05,ID,few clouds
559,Suleya,55.1352,58.8792,42.55,92,100,6.22,RU,overcast clouds
560,Medicine Hat,50.0501,-110.6683,41.0,28,90,6.91,CA,overcast clouds
561,Avera,33.194,-82.5271,57.2,58,1,3.44,US,clear sky
562,Tilichiki,60.4667,166.1,28.81,86,28,1.99,RU,scattered clouds
563,Sibolga,1.7427,98.7792,80.71,77,99,1.19,ID,overcast clouds
564,Boralday,43.3578,76.8594,33.8,55,20,4.47,KZ,few clouds
565,Cap Malheureux,-19.9842,57.6142,75.99,85,98,1.99,MU,overcast clouds
566,Mino,34.8269,135.4706,70.0,60,75,3.44,JP,broken clouds
567,Naerbo,58.6667,5.65,36.0,85,100,18.12,NO,overcast clouds
568,Matara,5.9485,80.5353,79.18,87,85,5.39,LK,moderate rain
569,Itapeva,-23.9822,-48.8756,55.78,95,3,4.34,BR,clear sky
570,Zuwarah,32.9312,12.082,60.58,85,37,12.8,LY,scattered clouds
571,Ipixuna,-1.7625,-48.8043,77.0,94,40,4.61,BR,scattered clouds
572,Ayorou,14.7308,0.9174,85.3,8,31,6.64,NE,scattered clouds
573,Necochea,-38.5473,-58.7368,60.01,98,100,5.53,AR,light rain
574,Kapoeta,4.7717,33.5903,77.14,66,71,9.42,SS,broken clouds
575,Ajdabiya,30.7554,20.2263,73.81,18,10,17.56,LY,clear sky
576,Verkhnevilyuysk,63.4453,120.3167,31.89,89,99,5.77,RU,overcast clouds
577,Maragogi,-9.0122,-35.2225,78.01,81,24,7.27,BR,few clouds
578,Yeppoon,-23.1333,150.7333,75.2,53,100,11.5,AU,light rain
579,Birin,26.8865,88.0718,71.28,27,13,3.31,NP,few clouds
580,Dale,38.1689,-86.99,57.2,62,90,9.22,US,overcast clouds
581,Flin Flon,54.7682,-101.865,23.41,55,55,4.38,CA,broken clouds
582,Yarmouth,41.7057,-70.2286,46.99,71,1,5.75,US,clear sky
583,Arrifes,37.7667,-25.7,57.2,62,40,16.11,PT,scattered clouds
584,Opoczno,51.3757,20.2783,35.01,10,5,6.49,PL,clear sky
585,Zhicheng,30.2956,111.5047,57.0,96,100,14.12,CN,moderate rain
586,Abilene,32.4487,-99.7331,77.0,11,20,13.8,US,few clouds
587,Abu Samrah,35.3029,37.1841,65.08,29,59,4.25,SY,broken clouds
588,Chateau-Thierry,49.05,3.4,44.01,62,1,7.7,FR,clear sky
589,Sayyan,15.1718,44.3244,56.05,43,0,1.1,YE,clear sky
590,Berberati,4.2612,15.7922,66.04,98,100,2.28,CF,light rain
591,Marawi,7.9986,124.2928,84.99,74,100,7.0,PH,overcast clouds
592,Bonoua,5.2741,-3.595,82.4,94,40,9.22,CI,light rain
593,Namibe,-15.1961,12.1522,77.22,80,23,5.53,AO,few clouds
594,Ayan,56.45,138.1667,34.41,64,99,7.54,RU,overcast clouds
595,Hvolsvollur,63.7533,-20.2243,43.0,88,100,1.01,IS,overcast clouds
596,Susanville,40.4163,-120.653,64.4,20,1,14.97,US,clear sky
597,Babushkin,51.7122,105.8647,34.86,71,100,5.77,RU,light snow
598,Makkaveyevo,51.7533,113.9454,39.2,22,100,4.47,RU,overcast clouds
599,Carbonia,39.1672,8.5222,50.0,81,40,3.44,IT,scattered clouds
600,Atasu,48.6814,71.6433,37.27,34,35,14.07,KZ,scattered clouds
601,Black River,18.0264,-77.8487,78.8,73,20,8.05,JM,few clouds
602,Bandarbeyla,9.4942,50.8122,82.38,74,80,4.41,SO,broken clouds
603,Monrovia,6.3005,-10.7969,79.99,79,75,6.35,LR,broken clouds
604,Raga,8.4596,25.678,76.75,53,70,6.2,SS,broken clouds
605,Roxana,10.2753,-83.7513,71.6,73,75,16.11,CR,broken clouds
606,Rumphi,-11.0186,33.8575,59.38,96,5,3.11,MW,clear sky
607,Krasnoselkup,65.7,82.4667,32.49,93,97,16.93,RU,overcast clouds
608,Arman,59.7,150.1667,31.59,68,10,5.59,RU,clear sky
609,Manado,1.487,124.8455,89.6,62,20,1.12,ID,few clouds
610,Kropotkin,45.4375,40.5756,50.4,80,100,5.26,RU,light rain
611,Zumarraga,11.6388,124.8417,83.48,73,100,7.56,PH,overcast clouds
612,Kapit,2.0167,112.9333,87.33,63,66,1.59,MY,broken clouds
613,Sarkand,45.41,79.9186,32.22,39,0,7.02,KZ,clear sky
614,Pocatello,42.8713,-112.4455,55.4,24,1,12.66,US,clear sky
615,Lubbock,33.6001,-101.8338,70.0,13,20,18.41,US,few clouds
616,Kurumkan,54.3,110.3,38.23,37,100,4.61,RU,overcast clouds
617,Kosino,58.4127,51.2782,38.48,93,35,7.23,RU,scattered clouds
618,Barlinek,52.9946,15.2186,39.0,80,100,6.73,PL,overcast clouds
619,Collie,-33.3667,116.15,75.11,35,93,5.55,AU,overcast clouds
620,Mogadishu,2.0371,45.3438,82.27,71,73,7.9,SO,broken clouds
621,Sao Joao Da Barra,-21.6403,-41.0511,69.24,87,0,7.76,BR,clear sky
622,Kinsale,51.7075,-8.5306,48.2,61,75,16.11,IE,broken clouds
623,Krasnoarmeysk,51.0239,45.6969,44.01,92,50,3.4,RU,scattered clouds
624,Svetlyy,54.675,20.1347,28.4,86,0,8.95,RU,clear sky
625,Kiama,-34.6833,150.8667,71.01,52,100,3.0,AU,overcast clouds
626,Correntina,-13.3433,-44.6367,75.56,67,95,0.87,BR,overcast clouds
627,Guantanamo,20.1444,-75.2092,78.8,78,20,8.05,CU,few clouds
628,Port-Gentil,-0.7193,8.7815,81.01,78,100,5.84,GA,overcast clouds
629,Normandin,48.8333,-72.5321,44.6,56,0,8.05,CA,clear sky
630,Shieli,44.1667,66.75,49.8,30,100,9.26,KZ,overcast clouds
631,Calama,-22.4667,-68.9333,51.8,58,0,3.44,CL,clear sky
632,Tarancon,40.0085,-3.0073,52.0,93,0,4.61,ES,clear sky
633,Batagay-Alyta,67.8006,130.4114,17.24,71,18,4.25,RU,few clouds
634,Baruun-Urt,46.6806,113.2792,45.95,25,99,14.09,MN,overcast clouds
635,Ambovombe,-25.1667,46.0833,67.12,90,2,8.28,MG,clear sky
636,Tonantins,-2.8731,-67.8022,74.25,98,100,3.11,BR,overcast clouds
637,Henties Bay,-22.116,14.2845,60.01,93,36,1.99,NA,scattered clouds
638,Bocas Del Toro,9.3333,-82.25,79.68,76,55,4.99,PA,broken clouds
639,Nehe,48.4833,124.8333,49.55,18,28,11.32,CN,scattered clouds
640,Namwala,-15.7504,26.4384,57.79,83,0,3.8,ZM,clear sky
641,Shelburne,44.0787,-80.2041,50.0,46,20,4.61,CA,few clouds
642,Batemans Bay,-35.7167,150.1833,66.99,47,38,5.1,AU,scattered clouds
643,Wakkanai,45.4094,141.6739,53.6,71,75,17.27,JP,broken clouds
644,Tiarei,-17.5333,-149.3333,82.4,74,40,8.05,PF,scattered clouds
645,Auki,-8.7676,160.7034,84.25,71,41,3.36,SB,scattered clouds
646,Vostok,46.4856,135.8833,35.62,97,100,3.31,RU,overcast clouds
647,Faya,18.3851,42.4509,62.6,51,0,1.9,SA,clear sky
648,Drinovci,43.355,17.3539,42.8,87,20,2.3,BA,few clouds
649,Longford,53.7333,-7.8,40.8,75,100,6.11,IE,overcast clouds
650,Kilis,36.7161,37.115,48.2,66,0,5.01,TR,clear sky
651,Mayo,38.8876,-76.5119,53.01,63,53,6.82,US,broken clouds
652,Casa Grande,32.8795,-111.7573,80.6,16,1,11.5,US,clear sky
653,Lima,-12.0432,-77.0282,66.2,82,0,10.36,PE,clear sky
654,Husum,54.4858,9.0524,41.0,87,89,6.91,DE,overcast clouds
655,Sampit,-2.5333,112.95,87.46,59,7,2.62,ID,clear sky
656,Mujiayingzi,42.1167,118.7833,50.41,72,100,11.36,CN,overcast clouds
657,Gloversville,43.0528,-74.3438,46.4,49,1,6.91,US,clear sky
658,Mailani,28.2833,80.35,79.88,32,0,8.61,IN,clear sky
659,Bari,41.1177,16.8512,55.99,94,75,41.43,IT,drizzle
660,Kalangala,-0.3089,32.225,70.83,79,89,14.27,UG,moderate rain
661,Singaparna,-7.3515,108.111,79.02,70,0,3.13,ID,clear sky
662,Muscat,23.6139,58.5922,86.0,23,0,5.75,OM,clear sky
663,Glubokiy,48.5217,40.3258,49.93,76,100,13.29,RU,light rain
664,Malumfashi,11.7853,7.6218,81.57,39,87,7.02,NG,overcast clouds
665,Mahajanga,-15.7167,46.3167,73.4,94,20,2.3,MG,few clouds
666,Kuandian,40.7286,124.7847,62.8,54,100,4.85,CN,overcast clouds
667,Progreso,21.2833,-89.6667,87.8,45,1,14.97,MX,clear sky
668,Sibay,52.7181,58.6658,42.55,81,100,15.66,RU,overcast clouds
669,Muravlenko,63.7898,74.523,34.18,99,100,11.12,RU,overcast clouds
670,Yekimovichi,54.1129,33.2965,32.27,88,21,4.05,RU,few clouds
671,Prieska,-29.6641,22.7474,64.94,29,0,6.53,ZA,clear sky
672,Kosonsoy,41.2561,71.5508,55.4,50,100,4.61,UZ,overcast clouds
673,San Pedro,14.35,121.0167,89.01,66,20,5.75,PH,few clouds
674,Le Port,-20.9373,55.2919,75.2,73,20,10.36,RE,few clouds
675,Ilek,51.5271,53.3831,44.76,96,100,7.23,RU,light rain
676,Presidencia Roque Saenz Pena,-26.7852,-60.4388,69.03,87,100,4.81,AR,overcast clouds
677,Kalabo,-14.97,22.6814,64.24,56,27,4.32,ZM,scattered clouds
678,Zhangjiakou,40.81,114.8794,61.74,50,6,9.19,CN,clear sky
679,Prince Rupert,54.3161,-130.3201,50.0,71,1,6.91,CA,clear sky
680,Nahan,30.55,77.3,69.06,40,0,2.55,IN,clear sky
681,Lokosovo,61.1333,74.8167,37.47,83,100,8.32,RU,overcast clouds
682,Sakaraha,-22.9,44.5333,65.82,76,4,4.65,MG,clear sky
683,Yumen,40.2833,97.2,44.33,59,95,0.6,CN,overcast clouds
684,Republic,37.12,-93.4802,57.2,72,90,18.41,US,light rain
685,Esna,25.2934,32.554,73.4,33,0,3.44,EG,clear sky
686,Khani,41.9563,42.9566,53.6,58,0,8.05,GE,clear sky
687,San Ramon,37.7799,-121.978,57.0,62,1,16.11,US,clear sky
688,Manama,26.2154,50.5832,82.4,47,0,3.44,BH,clear sky
689,Sayhat,26.4852,50.0405,73.4,49,0,4.61,SA,clear sky
690,Horodnytsya,50.807,27.3168,34.93,77,100,7.99,UA,overcast clouds
691,Pundaguitan,6.3711,126.1689,84.16,68,52,7.78,PH,broken clouds
692,Kristiinankaupunki,62.2743,21.376,32.58,96,100,22.1,FI,light snow
